
400000000000	32.552725051	0	.5
400000000000	32.552725051	0	.5
400000000000	32.552725051	0	.5
400000000000	32.2634208716	0	.5
400000000000	32.552725051	0	.5
400000000000	32.552725051	0	.5
400000000000	32.552725051	0	.5
400000000000	32.2634208716	0	.5
400000000000	32.552725051	0	.5
400000000000	32.552725051	0	.5
400000000000	30.1870049867	0	.75
400000000000	30.6295783408	0	.75
400000000000	29.7127584874	0	.75
400000000000	31.4113609012	0	.75
400000000000	30.8778141781	0	.75
400000000000	30.6295783408	0	.75
	0	0	.75
400000000000	31.4113609012	0	.75
400000000000	30.8778141781	0	.75
	0	0	.75
400000000000	31.6435285578	0	1
400000000000	31.3353890837	0	1
400000000000	31.6435285578	0	1
400000000000	31.9534605835	0	1
400000000000	31.6435285578	0	1
400000000000	31.6435285578	0	1
400000000000	31.6435285578	0	1
400000000000	31.6435285578	0	1
400000000000	31.6435285578	0	1
400000000000	31.3353890837	0	1
400000000000	31.3353890837	0	1.25
400000000000	31.9534605835	0	1.25
400000000000	31.9755621315	0	1.25
400000000000	31.4113609012	0	1.25
400000000000	31.6908635749	0	1.25
400000000000	31.6435285578	0	1.25
400000000000	31.3353890837	0	1.25
400000000000	31.4113609012	0	1.25
400000000000	31.3353890837	0	1.25
400000000000	31.6435285578	0	1.25
400000000000	31.6435285578	0	1.5
400000000000	31.9534605835	0	1.5
400000000000	31.9534605835	0	1.5
400000000000	31.6435285578	0	1.5
400000000000	31.6435285578	0	1.5
400000000000	31.9534605835	0	1.5
400000000000	31.9534605835	0	1.5
400000000000	31.3353890837	0	1.5
400000000000	31.6435285578	0	1.5
400000000000	31.9534605835	0	1.5
400000000000	31.6435285578	0	1.75
400000000000	31.3097669161	0	1.75
400000000000	30.9760432887	0	1.75
400000000000	31.3353890837	0	1.75
400000000000	31.3353890837	0	1.75
400000000000	30.9760432887	0	1.75
400000000000	31.3353890837	0	1.75
400000000000	31.0311925355	0	1.75
400000000000	31.3353890837	0	1.75
400000000000	30.9760432887	0	1.75
	0	2	0
400000000000	31.3353890837	2	0
400000000000	31.0311925355	2	0
400000000000	29.6941591235	2	0
	0	2	0
400000000000	31.0311925355	2	0
	0	2	0
400000000000	30.170333393	2	0
400000000000	29.6941591235	2	0
	0	2	0
400000000000	28.6923171973	0	2.5
400000000000	28.8761730034	0	2.5
	0	0	2.5
400000000000	27.7232170672	0	2.5
400000000000	27.6342799356	0	2.5
400000000000	27.6042248342	0	2.5
400000000000	27.6042248342	0	2.5
	0	0	2.5
400000000000	27.6042248342	0	2.5
	0	0	2.5
400000000000	27.355988997	0	2.5
400000000000	27.7524625974	0	2.5
400000000000	26.0205999133	0	2.5
400000000000	26.8484536164	0	2.5
400000000000	26.88419822	0	2.5
400000000000	27.355988997	0	2.5
400000000000	26.9897000434	0	2.5
400000000000	26.8484536164	0	2.5
400000000000	26.9897000434	0	2.5
400000000000	26.9897000434	0	2.5
400000000000	29.4645226501	0	2.75
	0	0	2.75
400000000000	29.8587535731	0	2.75
400000000000	29.8944981767	0	2.75
	0	0	2.75
	0	0	2.75
400000000000	29.8587535731	0	2.75
400000000000	29.8944981767	0	2.75
	0	0	2.75
	0	0	2.75
400000000000	25.5144999797	0	3
	0	0	3
	0	0	3
400000000000	26.2736585659	0	3
400000000000	26.7024585307	0	3
400000000000	27.1600334363	0	3
400000000000	25.0514997832	0	3
400000000000	24.0823996531	0	3
400000000000	26.2736585659	0	3
400000000000	26.0205999133	0	3
	0	0	3.25
400000000000	29.4645226501	0	3.25
	0	0	3.25
	0	0	3.25
	0	0	3.25
	0	0	3.25
400000000000	29.0308998699	0	3.25
	0	0	3.25
	0	0	3.25
	0	0	3.25
	0	0	3.5
400000000000	26.2736585659	0	3.5
400000000000	25.3147891704	0	3.5
	0	0	3.5
400000000000	25.1587384371	0	3.5
400000000000	27.1600334363	0	3.5
400000000000	25.1054501021	0	3.5
400000000000	26.0205999133	0	3.5
400000000000	25.1054501021	0	3.5
400000000000	27.355988997	0	3.5
400000000000	25.5144999797	0	3.75
400000000000	24.6538285145	0	3.75
400000000000	25.0514997832	0	3.75
400000000000	26.0205999133	0	3.75
400000000000	25.5144999797	0	3.75
400000000000	24.6538285145	0	3.75
400000000000	25.0514997832	0	3.75
400000000000	26.5513843481	0	3.75
400000000000	25.5144999797	0	3.75
400000000000	24.6538285145	0	3.75
	0	0	4
	0	0	4
	0	0	4
400000000000	23.6548798489	0	4
	0	0	4
	0	0	4
	0	0	4
	0	0	4
	0	0	4
	0	0	4
400000000000	24.7129171106	0	4.25
400000000000	23.0102999566	0	4.25
400000000000	25.0514997832	0	4.25
400000000000	25.3147891704	0	4.25
400000000000	26.0205999133	0	4.25
400000000000	23.2633586093	0	4.25
	0	0	4.25
400000000000	25.3147891704	0	4.25
400000000000	25.5144999797	0	4.25
400000000000	23.0102999566	0	4.25
400000000000	25.3147891704	0	4.5
	0	0	4.5
400000000000	26.5513843481	0	4.5
400000000000	25.5144999797	0	4.5
400000000000	26.5513843481	0	4.5
400000000000	26.0205999133	0	4.5
	0	0	4.5
	0	0	4.5
400000000000	25.3147891704	0	4.5
400000000000	26.0205999133	0	4.5
400000000000	26.7024585307	0	4.75
400000000000	25.9328606702	0	4.75
400000000000	26.7024585307	0	4.75
400000000000	25.5630250077	0	4.75
400000000000	26.2736585659	0	4.75
400000000000	26.5513843481	0	4.75
400000000000	26.0205999133	0	4.75
400000000000	25.8883172559	0	4.75
400000000000	26.7024585307	0	4.75
400000000000	26.5513843481	0	4.75
	0	0	5
	0	0	5
	0	0	5
	0	0	5
	0	0	5
400000000000	24.0823996531	0	5
	0	0	5
	0	0	5
	0	0	5
	0	0	5
400000000000	27.6342799356	0	5.25
400000000000	25.8883172559	0	5.25
400000000000	26.7024585307	0	5.25
400000000000	28.1157500587	0	5.25
400000000000	27.6342799356	0	5.25
400000000000	25.8883172559	0	5.25
	0	0	5.25
400000000000	28.1157500587	0	5.25
400000000000	27.1600334363	0	5.25
400000000000	25.8883172559	0	5.25
400000000000	25.0514997832	0	5.5
	0	0	5.5
400000000000	24.3456890403	0	5.5
